album,album_type,album_popularity,artists,disc_number,duration_ms,explicit,id,name,popularity,track_number,release_date,genres,stream_counts
Đánh Đổi,album,60,"['Obito', 'Shiki', 'RPT MCK']",1,226993,True,1UQNU5O9VttUgO16pxUnjw,Đánh Đổi,58,12,2023-10-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",24974487.0
ĐẸP,single,47,"['MONO', 'Onionn.']",1,183236,False,6IHLOkgZftkcqS3fM0jMCT,Em Xinh,57,3,2023-11-30,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",17871115.0
shhhhhhh..,single,51,"['WEAN', 'tlinh']",1,230675,False,4jWmhzf53Q0ZvZMuGdiR9x,shhhhhhh..,61,1,2023-10-07,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",31623914.0
Thích Quá Rùi Nà,single,47,"['tlinh', 'Trung Trần']",1,178000,False,4qJSUFwZFouto5VZUlln75,Thích Quá Rùi Nà,58,1,2023-07-14,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",37002393.0
ái,album,56,"['tlinh', '2pillz']",1,263752,False,4exlWP8cokkWVCvyP3kg7c,nếu lúc đó,58,11,2023-08-16,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",57304952.0
Ai Cũng Phải Bắt Đầu Từ Đâu Đó,album,64,['HIEUTHUHAI'],1,228413,False,1K0HQ30Wc11okzlcnFA7Ub,Không Thể Say,65,6,2023-10-16,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",43545273.0
đưa em về nhàa,single,48,"['GREY D', 'Chillies']",1,240000,False,5LQpQ6SDeaz6SIkR0lvsoC,đưa em về nhàa,58,1,2023-04-24,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",33021234.0
Anh Là Ngoại Lệ Của Em,single,46,['Phương Ly'],1,188108,False,6KgZf5gZgF1KLNxq1qZgHP,Anh Là Ngoại Lệ Của Em,56,1,2023-10-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",28940670.0
tình,single,49,['Kha'],1,354782,False,3A9A7mfVDVm3rrS9SMGhg5,Hư không,59,4,2023-12-14,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",19027388.0
Tình cờ yêu em,single,46,"['Kuun Đức Nam', 'Linh Thộn']",1,258471,False,0gzpqwLf1jhNjnSJEyweAX,Tình cờ yêu em,56,1,2023-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",22933948.0
Lan Man,single,49,['Ronboogz'],1,216220,False,3hqOrxH5qPlvrApcb7Ac8c,Lan Man,59,1,2023-03-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",23548504.0
Đánh Đổi,album,60,"['Obito', 'Shiki', 'VSTRA']",1,165555,False,5PGh9MyKry8slG5AfvD1eD,Hà Nội,60,10,2023-10-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",29608106.0
SỐ KHÔNG,album,51,"['14 Casper', 'Bon Nghiêm', 'buitruonglinh']",1,328240,False,4gaxEUZE4z9pJAVTSFwgQI,một đời,55,3,2023-03-03,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",16843556.0
SỐ KHÔNG,album,51,"['14 Casper', 'Bon Nghiêm']",1,300000,False,7kgzRBNkBRArtTPkYjWLYT,bao tiền một mớ bình yên?,56,9,2023-03-03,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",39812838.0
LOI CHOI: The Neo Pop Punk,album,56,"['Wren Evans', 'itsnk']",1,174545,False,4qYfRfSxsmhJ1WMaywtLyI,Từng Quen,56,4,2023-12-17,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",51750662.0
TETVOVEN,single,43,"['Wxrdie', 'Andree Right Hand', 'Machiot']",1,197230,False,72ictTz6o0dusD2QpCn4bn,TETVOVEN,54,1,2023-12-03,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",12546167.0
Những Lời Hứa Bỏ Quên,single,45,"['Vũ.', 'Dear Jane']",1,236262,False,1bG6Q8sR8jda7ryI365y8o,Những Lời Hứa Bỏ Quên,55,1,2023-12-14,"['vietnam indie', 'v-pop', 'cantopop', 'c-pop', 'vietnamese lo-fi']",35653387.0
Lệ Lưu Ly,single,45,"['Vũ Phụng Tiên', 'DT TAP RAP', 'Drum7']",1,200842,False,2JuHIbFudHwDqQssgqsH3i,Lệ Lưu Ly,56,1,2023-09-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",26068352.0
Từng Quen,single,45,"['Wren Evans', 'itsnk']",1,174545,False,3un8UkiPHJjlsrTHQnisXH,Từng Quen,55,1,2023-10-25,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",51750662.0
Trái đất ôm Mặt trời,single,46,"['Kai Đinh', 'GREY D', 'Hoàng Thùy Linh']",1,194703,False,4NTanSVXBkQ2NmDEbr2vLE,Trái đất ôm Mặt trời,56,1,2023-12-18,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",20172621.0
LOI CHOI: The Neo Pop Punk,album,56,"['Wren Evans', 'itsnk']",1,195000,False,0X28PqBpbQhWdi4usYw0w5,Tò Te Tí,54,11,2023-12-17,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",21859481.0
99%,album,58,"['RPT MCK', 'Trung Trần']",1,156303,True,7jLSThU5Kg1RWt19Leiaxm,Chìm Sâu,54,2,2023-03-02,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",56723322.0
Đánh Đổi,album,60,"['Obito', 'Shiki']",1,224175,True,2Asy51yFMEG8Qjh15kvQeD,Tell the kids i love them,55,14,2023-10-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",13202047.0
LOI CHOI: The Neo Pop Punk,album,56,"['Wren Evans', 'itsnk']",1,134267,False,2kauMp3YNHXULGXyJh4321,Phóng Đổ Tim Em,55,1,2023-12-17,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",20460467.0
La Diabla,single,63,['Xavi'],1,172264,False,0R6NfOiLzLj4O5VbYSJAjf,La Diabla,73,1,2023-11-30,['v-pop'],853240373.0
Kung Alam Mo Lang,album,67,"['Hev Abi', 'Unotheone', 'LK']",1,181708,True,35Vt1L1KBP2YoWfErB0FAy,Sumugal,66,4,2023-10-20,"['opm', 'vietnam indie', 'pinoy r&b', 'v-pop', 'vietnamese hip hop', 'pinoy hip hop', 'p-pop']",90628012.0
Kyoto,single,66,"['Omar Courtz', 'De La Rose', 'Haze']",1,247840,True,7eNwwoxDR8KVzNAuGvliAO,Kyoto,76,1,2023-07-14,"['drill', 'vietnamese hip hop', 'v-pop', 'vietnam indie']",132306737.0
Alusa Why Are You Topless?,album,50,"['Bien', 'Ayra Starr']",1,190000,False,3riCAuMBWoWzNdfToamrue,My Baby (feat. Ayra Starr),46,4,2023-11-17,"['afropop', 'afro soul', 'v-pop', 'afrobeat', 'afrobeats', 'vietnamese hip hop']",11028354.0
Alusa Why Are You Topless?,album,50,['Bien'],1,172941,False,5pdWYLXfydXaNWJRSyVKp8,Ma Cherie,49,6,2023-11-17,"['vietnamese hip hop', 'v-pop']",6850132.0
Nfss Lhala,single,38,['Mons'],1,200287,False,4Sf0D2p1XLbfnVAAFFLl0E,Nfss Lhala,48,1,2023-09-08,"['v-pop', 'vietnam indie']",5699053.0
Dữ Liệu Quý,single,64,['Dương Domic'],1,207473,False,3CmacJj7VC4W6daC8BWd0h,Mất Kết Nối,70,4,2024-11-22,"['v-pop', 'vietnamese hip hop']",23227123.0
Lặng,single,59,['Shiki'],1,174000,False,2Pwou3Q2Cf59RxdX2V6MgV,Có Đôi Điều,64,3,2024-06-27,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",6181501.0
Dữ Liệu Quý,single,64,['Dương Domic'],1,172500,False,0669gFIK8dYK9GGQ0K0QNF,Tràn Bộ Nhớ,65,2,2024-11-22,"['v-pop', 'vietnamese hip hop']",7999116.0
ii-V-I,single,53,"['Tyronee', 'VSTRA', 'Obito']",1,165161,False,72NMPuJCRsOUoXQJdzVfdo,Track 06,62,6,2024-12-05,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",5363007.0
NGỰA Ô,single,54,"['Dangrangto', 'TeuYungBoy', 'DONAL']",1,215415,False,4eeflgjzTF8xN8U2E0dech,NGỰA Ô,64,1,2024-10-02,"['vietnamese hip hop', 'v-pop']",13908877.0
"Đi Giữa Trời Rực Rỡ (From ""Đi Giữa Trời Rực Rỡ"")",single,50,['Ngô Lan Hương'],1,220839,False,62bwj2FZsr0ljcap1FEf8g,"Đi Giữa Trời Rực Rỡ - From ""Đi Giữa Trời Rực Rỡ""",60,1,2024-08-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",9396774.0
Đừng Làm Trái Tim Anh Đau,single,54,['Sơn Tùng M-TP'],1,279208,False,31VNCmwspR7nVJ6kruUuJt,Đừng Làm Trái Tim Anh Đau,65,1,2024-06-08,"['v-pop', 'vinahouse', 'vietnamese hip hop']",39927072.0
Chăm Hoa,single,54,['MONO'],1,211111,False,40pWxpbXoBYGPCiofujjZ6,Chăm Hoa,64,1,2024-10-22,"['v-pop', 'vietnamese hip hop', 'vinahouse']",12384982.0
Lặng,single,59,"['Shiki', 'Obito']",1,152000,False,5XfGQZA0ioQAWUjlyJRcHc,1000 Ánh Mắt,61,1,2024-06-27,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",11563624.0
Chúng Ta Của Tương Lai,single,49,['Sơn Tùng M-TP'],1,249871,False,3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai,60,1,2024-03-08,"['v-pop', 'vinahouse', 'vietnamese hip hop']",29489858.0
Từng Là,single,50,['Vũ Cát Tường'],1,252500,False,2xOhv7XudrBDtkID1jwsFE,Từng Là,61,1,2024-03-01,"['v-pop', 'vietnam indie']",27667004.0
"ANH TRAI ""SAY HI"" (Live Stage 4)",album,57,"['ANH TRAI ""SAY HI""', 'HURRYKNG', 'HIEUTHUHAI', 'Negav', 'Pháp Kiều', 'Isaac']",1,295058,False,2GE2p2dFpxp7OIz2QOFBzW,"KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",60,7,2024-08-26,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",17890528.0
"ANH TRAI ""SAY HI"" (Live Stage 2)",album,55,"['ANH TRAI ""SAY HI""', 'RHYDER', 'Dương Domic', 'Pháp Kiều']",1,245454,False,7gSQxwCpEMjg8wb6Y3oqe7,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",62,7,2024-08-06,"['v-pop', 'vietnamese hip hop']",20500117.0
"ANH TRAI ""SAY HI"", Tập 14",single,56,"['ANH TRAI ""SAY HI""', 'Quang Hùng MasterD', 'Negav', 'Pháp Kiều', 'ERIK']",1,316000,False,3Nn9QjxOEj1pleW9xTG6cq,"TÌNH ĐẦU QUÁ CHÉN (feat. Quang Hùng MasterD, Negav, Pháp Kiều & Erik)",60,1,2024-09-18,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",10837136.0
FLVR,single,57,"['tlinh', 'Low G']",1,202999,False,3COYA2vgfcUhDyRlVpZy5p,PHÓNG ZÌN ZÌN,65,4,2024-09-18,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",21012465.0
Từng Ngày Như Mãi Mãi,album,62,['buitruonglinh'],1,225882,False,3Ids3RXurYBgySph53qWnB,Từng Ngày Yêu Em,61,5,2024-12-12,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",3247396.0
"ANH TRAI ""SAY HI"", Tập 14",single,56,"['ANH TRAI ""SAY HI""', 'HIEUTHUHAI', 'Dương Domic', 'Song Luân', 'JSOL', 'Trần Đăng Dương']",1,252625,False,446ygEWkggc5FMbBPQSMuM,"SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)",61,4,2024-09-18,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",14515137.0
Từng Ngày Như Mãi Mãi,album,62,['buitruonglinh'],1,234166,False,7mblTCdc14ylJ1JW71MODb,Giờ Thì,64,11,2024-12-12,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",6060782.0
"ANH TRAI ""SAY HI"", Chung Kết 1",album,58,"['ANH TRAI ""SAY HI""', 'Dương Domic']",1,210000,False,2oVLEoBVDvYrGmzrU7dEm5,TRÀN BỘ NHỚ (feat. Dương Domic),62,10,2024-08-31,"['v-pop', 'vietnamese hip hop']",17707797.0
Bảo Tàng Của Nuối Tiếc,album,60,"['Vũ.', 'Low G']",1,232647,False,0e6fZkLArSmDIHnZcIua7t,Không Yêu Em Thì Yêu Ai?,61,9,2024-09-27,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",11398967.0
Bảo Tàng Của Nuối Tiếc,album,60,"['Vũ.', 'Binz']",1,195974,False,41DlPJXKTCypXdf2eSqa03,bình yên,61,10,2024-09-27,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",25927776.0
M∞N,album,51,"['Da LAB', 'Minh Tốc & Lam']",1,262495,False,7fCeYpR02Q8JVuD88hJZVT,Bầu Trời Mới,61,8,2024-10-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",14568689.0
Je pense à vous,single,57,['Linh'],1,172263,False,5cAzaNbU7AEgfsJgL9sbtX,Je pense à vous,67,1,2024-03-01,['v-pop'],21547106.0
HO VOGLIA DI TE,single,56,"['JVLI', 'Emma', 'Olly']",1,188785,False,3EJSUFQGUaTm4Km2Zri1Zp,HO VOGLIA DI TE,66,1,2024-06-14,"['dance-pop', 'v-pop', 'europop', 'electro', 'pop', 'vietnamese lo-fi']",38010632.0
The Party & The After Party,album,43,"['Bensoul', 'Bien']",1,170666,False,5psM7zuqtSaMnLr9WzI4s5,Extra Pressure,53,3,2024-07-26,"['afropop', 'afro soul', 'v-pop', 'vietnamese hip hop', 'gengetone', 'bongo flava', 'rhumba']",5228160.0
Đừng Làm Trái Tim Anh Đau,single,55,['Sơn Tùng M-TP'],1,279208,False,31VNCmwspR7nVJ6kruUuJt,Đừng Làm Trái Tim Anh Đau,64,1,2024-06-08,"['v-pop', 'vinahouse', 'vietnamese hip hop']",40020316.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,293112,False,2wZAvkgiOE5tyrnqhB69KA,Âm Thầm Bên Em,60,11,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",33029412.0
Chúng Ta Của Tương Lai,single,50,['Sơn Tùng M-TP'],1,249871,False,3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai,60,1,2024-03-08,"['v-pop', 'vinahouse', 'vietnamese hip hop']",29533035.0
Muộn Rồi Mà Sao Còn,single,48,['Sơn Tùng M-TP'],1,275905,False,4vfhartd7HDWGJbdVIycEu,Muộn Rồi Mà Sao Còn,58,1,2021-04-29,"['v-pop', 'vinahouse', 'vietnamese hip hop']",49953175.0
Chúng Ta Của Hiện Tại,single,49,['Sơn Tùng M-TP'],1,301538,False,1J3SmWwlYAG68LGKr86MVH,Chúng Ta Của Hiện Tại,59,1,2020-12-20,"['v-pop', 'vinahouse', 'vietnamese hip hop']",58417877.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,247196,False,7ESH2ntyD5Bb1XckoJU554,Một Năm Mới Bình An,57,15,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",8246014.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,260117,False,5rSAUmbOg4giDrM29vUyHe,Nơi Này Có Anh,58,18,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",31967209.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,227492,False,3P3rcI48wwVEgxF5vPM6pG,Buông Đôi Tay Nhau Ra,57,12,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",20547598.0
Có Chắc Yêu Là Đây,single,45,['Sơn Tùng M-TP'],1,202105,False,6aaNsCMWPBaUuJE1grH6Po,Có Chắc Yêu Là Đây,55,1,2020-07-06,"['v-pop', 'vinahouse', 'vietnamese hip hop']",31243253.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,233009,False,7bn8ckDTI4EQIKZ6jRL4K0,Chúng Ta Không Thuộc Về Nhau,53,16,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",13011000.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,191922,False,4SqE2XLtd1AfppGm2xlkf4,Nắng Ấm Xa Dần,52,3,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",6749789.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,262164,False,527UV7H9SbnmTVkxBVg56X,Chắc Ai Đó Sẽ Về,51,5,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",11601765.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,247634,False,0tyrLp1zVAjN3EV95EuOzQ,Không Phải Dạng Vừa Đâu,50,6,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",8749073.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,222981,False,0tPBIwb0p5mozyF6GZVTUG,Như Ngày Hôm Qua,49,13,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",11193900.0
Nơi Này Có Anh,single,39,['Sơn Tùng M-TP'],1,260117,False,4Qt47y3EVOHQjILfzJ8NhI,Nơi Này Có Anh,48,1,2017-02-13,"['v-pop', 'vinahouse', 'vietnamese hip hop']",32019137.0
Hãy Trao Cho Anh,single,40,"['Sơn Tùng M-TP', 'Snoop Dogg']",1,245658,False,5x5Vx0Musv3LSUKzjY73mA,Hãy Trao Cho Anh,50,1,2019-07-02,"['gangster rap', 'vinahouse', 'rap', 'west coast hip hop', 'g-funk', 'v-pop', 'vietnamese hip hop', 'hip hop']",29177776.0
Em Của Ngày Hôm Qua,single,39,['Sơn Tùng M-TP'],1,225830,False,6NX2B1nLrulC8XogMQzVaI,Em Của Ngày Hôm Qua,49,1,2014-10-20,"['v-pop', 'vinahouse', 'vietnamese hip hop']",3445013.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,234214,False,2By2GAKNBofnNK1H9Hpv4C,Cơn Mưa Ngang Qua,48,1,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",2281654.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,232888,False,0XaY8eVU9eZO4OdIV6agx1,Lạc Trôi,49,17,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",13341820.0
MAKING MY WAY,single,36,['Sơn Tùng M-TP'],1,258006,False,6HGOxrNik4iPurqStawTFQ,MAKING MY WAY,46,1,2023-05-05,"['v-pop', 'vinahouse', 'vietnamese hip hop']",14845664.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,244539,False,7x3LYoKxGAtu4hjSkZdxj4,Ấn Nút Nhớ... Thả Giấc Mơ,45,10,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",6666699.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,252303,False,4L2oeZlKbhJZK2qiu4UaeD,Anh Sai Rồi,45,2,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",5421312.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,257450,False,6Ymfomc8oUF5vNy73Xjh10,Khuôn Mặt Đáng Thương,44,8,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",4790547.0
Chạy Ngay Đi,single,36,['Sơn Tùng M-TP'],1,272507,False,2iXFI7VBq8BWHtYjS2nzJe,Chạy Ngay Đi,46,1,2018-05-11,"['v-pop', 'vinahouse', 'vietnamese hip hop']",12866050.0
Chạy Ngay Đi (Onionn Remix),single,39,"['Sơn Tùng M-TP', 'Onionn.']",1,230400,False,3IIvAUPtTqcvB4YnEbYGVX,Chạy Ngay Đi - Onionn Remix,49,1,2018-07-05,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']",21850036.0
Âm Thầm Bên Em,single,34,['Sơn Tùng M-TP'],1,293112,False,6aPYnXjkZynhGXidGqIg9d,Âm Thầm Bên Em,44,1,2015-08-21,"['v-pop', 'vinahouse', 'vietnamese hip hop']",33082921.0
THERE'S NO ONE AT ALL,single,32,['Sơn Tùng M-TP'],1,172250,False,7rjtRM1AgmmraeTTX8tofW,THERE'S NO ONE AT ALL,42,1,2022-04-28,"['v-pop', 'vinahouse', 'vietnamese hip hop']",11488035.0
SKY DECADE,single,37,['Sơn Tùng M-TP'],1,196923,False,2ui8tZhrSGn1wRGSmCeQy3,Cơn Mưa Xa Dần,42,2,2022-10-06,"['v-pop', 'vinahouse', 'vietnamese hip hop']",5148101.0
Nắng Ấm Xa Dần (Onionn Remix),single,31,"['Sơn Tùng M-TP', 'Onionn.']",1,190088,False,2ShQq13oxO44pXA4WBfwjU,Nắng Ấm Xa Dần - Onionn Remix,41,1,2019-04-05,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']",7076915.0
Chúng Ta Không Thuộc Về Nhau,single,29,['Sơn Tùng M-TP'],1,233009,False,47LfwpXGLlwo4qqH0cHc7H,Chúng Ta Không Thuộc Về Nhau,39,1,2016-08-02,"['v-pop', 'vinahouse', 'vietnamese hip hop']",13031749.0
SKY DECADE,single,37,['Sơn Tùng M-TP'],1,195697,False,5Kl2rxJaxzlkFYUgIeY2B9,Nắng Ấm Ngang Qua,40,3,2022-10-06,"['v-pop', 'vinahouse', 'vietnamese hip hop']",5737432.0
m-tp M-TP,album,62,"['Sơn Tùng M-TP', 'SlimV']",1,201369,False,6Am4hFMk9W4tHRoAUbPJtu,Remember Me - SlimV Remix,38,14,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnamese lo-fi']",2223995.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,263949,False,6d6oSgy2qeixaiARTRvNf6,Em Của Ngày Hôm Qua,38,4,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",2989263.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,318093,False,7e120iW6hGXTu0h8dtC8Py,Thái Bình Mồ Hôi Rơi,38,7,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",2960269.0
There's No One At All (Another Version),single,28,['Sơn Tùng M-TP'],1,201469,False,3Yfedn84e2VLXSVwmowqEn,There's No One At All (Another Version),38,1,2022-07-05,"['v-pop', 'vinahouse', 'vietnamese hip hop']",4214537.0
Anh Sai Rồi,single,27,['Sơn Tùng M-TP'],1,252303,False,1JQSsZjpk61POozXW3L45P,Anh Sai Rồi,36,1,2015-12-05,"['v-pop', 'vinahouse', 'vietnamese hip hop']",5429737.0
Lạc Trôi,single,27,['Sơn Tùng M-TP'],1,232888,False,2eVPT00C8Z7jTRgU4XHpGt,Lạc Trôi,37,1,2016-12-31,"['v-pop', 'vinahouse', 'vietnamese hip hop']",13353749.0
Một Năm Mới Bình An,single,25,['Sơn Tùng M-TP'],1,247196,False,2gzz22srhj2xxG8ytBtQgY,Một Năm Mới Bình An,35,1,2016-01-22,"['v-pop', 'vinahouse', 'vietnamese hip hop']",8258278.0
m-tp M-TP,album,62,['Sơn Tùng M-TP'],1,218627,False,4Nudo7D6XMAwTsaY39TBpJ,Tiến Lên Việt Nam Ơi,36,9,2017-04-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",1715356.0
Có Chắc Yêu Là Đây (Onionn Remix Countdown 2021),single,27,"['Sơn Tùng M-TP', 'Onionn.']",1,229973,False,5IAk1hTIdK7uzdEfm1A9Ji,Có Chắc Yêu Là Đây - Onionn Remix Countdown 2021,36,1,2021-02-08,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']",3559088.0
Muộn Rồi Mà Sao Còn (Remix),single,24,"['Sơn Tùng M-TP', 'BOMATELA']",1,446027,False,4GyuRVcVgIwWXLIC3RP856,Muộn Rồi Mà Sao Còn - Remix,34,1,2023-09-08,"['v-pop', 'vinahouse', 'vietnamese hip hop']",782852.0
Lạc Trôi (Triple D Remix),single,25,"['Sơn Tùng M-TP', 'Triple D']",1,260571,False,0zWSqwSJhGicfLCVaIC7wL,Lạc Trôi - Triple D Remix,35,1,2017-09-08,"['vinahouse', 'v-pop', 'chilean trap', 'vietnamese hip hop', 'cedm']",2126283.0
Nắng Ấm Xa Dần,single,25,['Sơn Tùng M-TP'],1,191922,False,1pNXtS1RCBWbASNZmBeqQm,Nắng Ấm Xa Dần,34,1,2014-01-19,"['v-pop', 'vinahouse', 'vietnamese hip hop']",6764208.0
Nơi Này Có Anh (Remix),single,25,"['Sơn Tùng M-TP', 'BOMATELA']",1,214863,False,1c9EJiuOPxRkhglwgZAfay,Nơi Này Có Anh - Remix,34,1,2023-09-20,"['v-pop', 'vinahouse', 'vietnamese hip hop']",807360.0
SKY DECADE,single,37,['Sơn Tùng M-TP'],1,83240,False,0T5SABwmDVFXha4tzlQsxd,Intro 2022,33,1,2022-10-06,"['v-pop', 'vinahouse', 'vietnamese hip hop']",1463084.0
Sky Tour (Original Motion Picture Soundtrack),album,32,['Sơn Tùng M-TP'],1,149077,False,2clSWs3MlXkGHNbJMqkFgV,Sky Tour (Intro),33,1,2020-06-12,"['v-pop', 'vinahouse', 'vietnamese hip hop']",3132046.0
Cơn Mưa Ngang Qua (Remix 2022),single,23,['Sơn Tùng M-TP'],1,233365,False,6JCFm9REtwoThljhb8kpXS,Cơn Mưa Ngang Qua - Remix 2022,33,1,2022-07-06,"['v-pop', 'vinahouse', 'vietnamese hip hop']",2028879.0
Khuôn Mặt Đáng Thương,single,22,['Sơn Tùng M-TP'],1,257450,False,4p7IDsoG6uNFZq9TvNyKUM,Khuôn Mặt Đáng Thương,32,1,2015-03-31,"['v-pop', 'vinahouse', 'vietnamese hip hop']",4797276.0
Remember Me (Onionn Remix Countdown 2021),single,22,"['Sơn Tùng M-TP', 'Onionn.']",1,197818,False,6UPO94651ylle0QVqS98dp,Remember Me - Onionn Remix Countdown 2021,32,1,2021-02-08,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']",1701752.0
Chắc Ai Đó Sẽ Về,single,22,['Sơn Tùng M-TP'],1,262164,False,69IV2BrLpIjAIolGeokCAK,Chắc Ai Đó Sẽ Về,31,1,2015-01-30,"['v-pop', 'vinahouse', 'vietnamese hip hop']",11618491.0
Đi Về Nhà,single,50,"['Đen', 'JustaTee']",1,200000,False,7LVrrX8pkzI9fMF88nGabt,Đi Về Nhà,60,1,2020-12-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",40950777.0
